policy_id,customer_id,policy_type_code,region_id,current_agent_id,nominee_name,sum_assured,premium_amount,policy_start_date,date_of_purchase,purchase_quarter,purchase_year,purchase_month,policy_end_date,date_of_maturity,status,last_paid_date,premium_payment_term,policy_term,loan_eligible,lock_in_period_months,claim_reason,underwriting_expenses,surrender_amount,total_premium_paid,payment_gap_months,amount_withdrawn,maturity_amount,total_premium_payable,fraud_risk_flag
POL0012876,CUST008458,PP07,RGN005,AGT0048,Pooja Shetty,3729573,53915,2013-05-18,2013-05-11,Q2,2013,5,2053-05-18,2053-05-18,Active,2025-04-15,29,40,Y,0,,7522,0,651472.92,0,0,0,1563535,N
POL0012877,CUST002732,PP06,RGN008,AGT0073,Uday Deshpande,1580676,50104,2022-01-18,2022-01-15,Q1,2022,1,2048-01-18,2048-01-18,Lapsed,2025-03-03,25,26,Y,0,,4603,0,158662.67,3,0,0,1252600,N
POL0012878,CUST002430,PP02,RGN014,AGT0163,Rahul Jadhav,370693,60506,2022-11-01,2022-10-26,Q4,2022,11,2042-11-01,2042-11-01,Active,2025-05-19,5,20,N,0,,10765,0,156307.17,0,0,0,302530,N
POL0012879,CUST001168,PP02,RGN040,AGT0110,Ananya Tripathi,1545477,48616,2015-04-17,2015-04-13,Q2,2015,4,2031-04-17,2031-04-17,Active,2025-04-24,12,16,Y,0,,7315,0,494262.67,0,0,0,583392,N
POL0012880,CUST001002,PP01,RGN021,AGT0251,Shruti Shah,1003252,64200,2016-08-11,2016-08-05,Q3,2016,8,2029-08-11,2029-08-11,Active,2021-07-16,5,13,Y,0,,10703,0,321000.0,0,0,0,321000,N
POL0012881,CUST007046,PP03,RGN049,AGT0041,Arjun Subramanian,1179065,22761,2018-11-24,2018-11-17,Q4,2018,11,2023-11-24,2023-11-24,Matured,2023-10-29,5,5,N,60,,2554,0,113805.0,0,0,287255,113805,N
POL0012882,CUST009216,PP06,RGN043,AGT0267,Sunita Patil,591246,109282,2011-01-04,2011-01-01,Q1,2011,1,2034-01-04,2034-01-04,Active,2025-03-21,15,23,Y,0,,14608,0,1575482.17,0,0,0,1639230,N
POL0012883,CUST004235,PP01,RGN048,AGT0268,Lakshmi Rajan,1125487,89999,2021-05-10,2021-05-05,Q2,2021,5,2038-05-10,2038-05-10,Active,2025-05-19,6,17,Y,0,,10340,0,367495.92,0,0,0,539994,N
POL0012884,CUST001035,PP05,RGN017,AGT0208,Lakshmi Pillai,577360,115134,2012-01-17,2012-01-15,Q1,2012,1,2018-01-17,2018-01-17,Matured,2017-12-16,6,6,N,60,,11652,0,690804.0,0,0,1880733,690804,N
POL0012885,CUST002556,PP04,RGN048,AGT0232,Isha Rao,723184,21416,2011-04-30,2011-04-26,Q2,2011,4,2021-04-30,2021-04-30,Matured,2016-04-03,5,10,N,60,,2144,0,107080.0,0,27630,126201,107080,N
POL0012886,CUST009025,PP07,RGN042,AGT0281,Tanvi Kulkarni,2164759,87601,2020-10-31,2020-10-27,Q4,2020,10,2059-10-31,2059-10-31,Active,2025-06-07,20,39,Y,0,,12872,0,408804.67,0,0,0,1752020,N
POL0012887,CUST003841,PP03,RGN045,AGT0003,Prakash Joshi,4650518,91418,2014-06-16,2014-06-09,Q2,2014,6,2027-06-16,2027-06-16,Active,2020-05-15,6,13,N,60,,13490,0,548508.0,0,0,0,548508,N
POL0012888,CUST001776,PP05,RGN031,AGT0216,Rahul Deshpande,751551,21058,2015-03-27,2015-03-22,Q1,2015,3,2023-03-27,2023-03-27,Matured,2020-02-29,5,8,N,60,,3598,0,105290.0,0,0,221224,105290,Y
POL0012889,CUST005753,PP04,RGN018,AGT0191,Uday More,658142,108597,2013-05-16,2013-05-14,Q2,2013,5,2027-05-16,2027-05-16,Active,2022-03-30,9,14,N,60,,17650,0,977373.0,0,0,0,977373,N
POL0012890,CUST005579,PP01,RGN018,AGT0175,Kritika Rajan,2314265,22695,2020-10-03,2020-10-01,Q4,2020,10,2032-10-03,2032-10-03,Active,2025-05-10,12,12,Y,0,,2605,0,105910.0,0,0,0,272340,N
POL0012891,CUST003720,PP05,RGN029,AGT0133,Arjun Patel,528002,93503,2022-01-05,2021-12-29,Q1,2022,1,2027-01-05,2027-01-05,Active,2025-05-19,5,5,N,60,,17844,0,319468.58,0,0,0,467515,N
POL0012892,CUST003298,PP08,RGN016,AGT0200,Poonam Srivastava,466467,17353,2022-01-28,2022-01-23,Q1,2022,1,2038-01-28,2038-01-28,Active,2025-06-11,12,16,Y,0,,1929,0,59289.42,0,0,0,208236,N
POL0012893,CUST008039,PP04,RGN006,AGT0096,Nandini Kumar,2378639,96260,2011-10-25,2011-10-21,Q4,2011,10,2024-10-25,2024-10-25,Matured,2023-08-23,12,13,N,60,,8411,0,1155120.0,0,0,1581439,1155120,N
POL0012894,CUST003091,PP06,RGN036,AGT0012,Nandini Venkatesh,1874393,57272,2016-03-19,2016-03-19,Q1,2016,3,2045-03-19,2045-03-19,Active,2025-01-31,15,29,Y,0,,8777,0,515448.0,3,0,0,859080,N
POL0012895,CUST006997,PP06,RGN001,AGT0148,Zara Naik,611809,20440,2013-02-24,2013-02-19,Q1,2013,2,2040-02-24,2040-02-24,Active,2025-04-22,27,27,Y,0,,2154,0,252093.33,0,0,0,551880,N
POL0012896,CUST006838,PP08,RGN039,AGT0219,Manoj Shetty,766862,21390,2019-05-04,2019-05-03,Q2,2019,5,2043-05-04,2043-05-04,Active,2025-05-02,18,24,Y,0,,2721,0,130122.5,0,0,0,385020,N
POL0012897,CUST000090,PP01,RGN008,AGT0018,Siddharth Agarwal,426059,50953,2021-01-21,2021-01-15,Q1,2021,1,2034-01-21,2034-01-21,Active,2025-05-30,7,13,Y,0,,10013,0,225042.42,0,0,0,356671,N
POL0012898,CUST004465,PP02,RGN017,AGT0196,Vishal Mehta,4009317,51177,2023-09-03,2023-08-29,Q3,2023,9,2038-09-03,2038-09-03,Active,2024-12-26,6,15,N,0,,9647,0,68236.0,5,0,0,307062,N
POL0012899,CUST001990,PP01,RGN047,AGT0227,Ravi Menon,3560494,61366,2011-02-20,2011-02-16,Q1,2011,2,2031-02-20,2031-02-20,Lapsed,2025-01-07,18,20,Y,0,,9034,0,864237.83,3,0,0,1104588,N
POL0012900,CUST008322,PP03,RGN018,AGT0106,Rohit Chakraborty,2137780,51533,2010-09-06,2010-09-01,Q3,2010,9,2017-09-06,2017-09-06,Matured,2017-07-31,7,7,N,60,,8207,0,360731.0,0,0,750851,360731,N
POL0012901,CUST000372,PP06,RGN020,AGT0298,Rahul Menon,2461273,92000,2011-03-06,2011-03-03,Q1,2011,3,2050-03-06,2050-03-06,Active,2021-10-09,11,39,Y,0,,18213,0,989000.0,3,0,0,1012000,N
POL0012902,CUST005769,PP09,RGN025,AGT0293,Swati Patel,3491615,55574,2018-01-28,2018-01-23,Q1,2018,1,2028-01-28,2028-01-28,Active,2023-12-28,6,10,N,60,,6630,0,333444.0,0,76497,0,333444,N
POL0012903,CUST001479,PP10,RGN017,AGT0204,Poonam Chakraborty,274574,58539,2013-07-20,2013-07-18,Q3,2013,7,2028-07-20,2028-07-20,Active,2024-05-23,11,15,Y,0,,8103,0,643929.0,0,0,0,643929,N
POL0012904,CUST006892,PP04,RGN032,AGT0016,Sneha Saxena,971700,17656,2020-08-15,2020-08-10,Q3,2020,8,2035-08-15,2035-08-15,Active,2025-05-21,10,15,N,60,,3130,0,85337.33,0,0,0,176560,N
POL0012905,CUST004885,PP02,RGN001,AGT0064,Uday Kulkarni,3941286,100886,2018-10-19,2018-10-15,Q4,2018,10,2036-10-19,2036-10-19,Active,2025-05-15,8,18,Y,0,,19567,0,672573.33,0,0,0,807088,N
POL0012906,CUST006852,PP03,RGN048,AGT0286,Sunita Dubey,424942,61069,2016-09-30,2016-09-29,Q3,2016,9,2021-09-30,2021-09-30,Matured,2021-09-04,5,5,N,60,,10380,0,305345.0,0,0,441126,305345,N
POL0012907,CUST002025,PP01,RGN017,AGT0078,Priya Dubey,316810,103418,2017-02-03,2017-01-30,Q1,2017,2,2035-02-03,2035-02-03,Active,2025-04-22,9,18,Y,0,,17604,0,861816.67,0,0,0,930762,N
POL0012908,CUST000053,PP08,RGN018,AGT0111,Kritika Sharma,268355,51129,2022-08-31,2022-08-27,Q3,2022,8,2040-08-31,2040-08-31,Active,2025-06-16,12,18,N,0,,8477,0,144865.5,0,0,0,613548,N
POL0012909,CUST000185,PP08,RGN022,AGT0214,Zara Rajan,403211,87344,2015-01-19,2015-01-13,Q1,2015,1,2034-01-19,2034-01-19,Lapsed,2020-12-18,6,19,Y,0,,9418,0,524064.0,0,0,0,524064,N
POL0012910,CUST008634,PP01,RGN024,AGT0096,Vishal Jadhav,4140291,60530,2012-09-01,2012-08-26,Q3,2012,9,2029-09-01,2029-09-01,Active,2022-07-11,10,17,Y,0,,11504,0,605300.0,0,0,0,605300,N
POL0012911,CUST003330,PP09,RGN031,AGT0032,Divya Shah,2644567,55331,2015-04-10,2015-04-09,Q2,2015,4,2030-04-10,2030-04-10,Active,2023-02-27,8,15,N,60,,5288,0,442648.0,0,0,0,442648,N
POL0012912,CUST000188,PP05,RGN038,AGT0224,Ramesh Shah,330455,57949,2019-09-20,2019-09-17,Q3,2019,9,2028-09-20,2028-09-20,Active,2024-08-24,5,9,N,60,,7115,0,289745.0,0,0,0,289745,N
POL0012913,CUST001841,PP01,RGN029,AGT0064,Vijay Naik,3299776,56645,2021-10-04,2021-10-02,Q4,2021,10,2031-10-04,2031-10-04,Active,2025-05-16,8,10,Y,0,,10830,0,207698.33,0,0,0,453160,N
POL0012914,CUST003637,PP08,RGN001,AGT0254,Karan Rajan,2115388,87970,2020-09-15,2020-09-08,Q3,2020,9,2036-09-15,2036-09-15,Active,2025-05-22,15,16,Y,0,,9598,0,417857.5,0,0,0,1319550,N
POL0012915,CUST002628,PP06,RGN039,AGT0060,Uday Mehta,1260525,22570,2015-07-16,2015-07-15,Q3,2015,7,2047-07-16,2047-07-16,Active,2022-06-09,7,32,Y,0,,2708,0,157990.0,0,0,0,157990,N
POL0012916,CUST005677,PP04,RGN025,AGT0223,Vinod Menon,1948701,19002,2022-06-09,2022-06-06,Q2,2022,6,2036-06-09,2036-06-09,Claimed-Other,2025-05-24,8,14,N,60,Urgent Funds,1906,0,57006.0,0,0,0,152016,N
POL0012917,CUST001580,PP04,RGN032,AGT0259,Manoj Venkatesh,1979220,47990,2013-03-18,2013-03-16,Q1,2013,3,2019-03-18,2019-03-18,Matured,2019-02-15,6,6,N,60,,6961,0,287940.0,0,0,425171,287940,N
POL0012918,CUST007868,PP03,RGN019,AGT0238,Ananya Iyer,6230402,18407,2010-09-09,2010-09-07,Q3,2010,9,2020-09-09,2020-09-09,Matured,2020-07-18,10,10,N,60,,3293,0,184070.0,0,0,496963,184070,N
POL0012919,CUST009972,PP01,RGN037,AGT0157,Sarika Kulkarni,453006,90089,2012-07-02,2012-06-26,Q3,2012,7,2027-07-02,2027-07-02,Active,2020-05-21,8,15,Y,0,,8177,0,720712.0,0,0,0,720712,Y
POL0012920,CUST001594,PP03,RGN014,AGT0168,Neha Rajan,763030,61750,2014-11-10,2014-11-07,Q4,2014,11,2028-11-10,2028-11-10,Active,2022-04-02,8,14,N,60,,8427,0,463125.0,6,0,0,494000,N
POL0012921,CUST004879,PP08,RGN020,AGT0213,Rohit Singh,505611,20955,2010-06-07,2010-06-04,Q2,2010,6,2035-06-07,2035-06-07,Active,2025-02-18,19,25,Y,0,,3890,0,312578.75,1,0,0,398145,N
POL0012922,CUST009732,PP06,RGN033,AGT0158,Amrita Balaji,1930579,111467,2021-11-07,2021-11-03,Q4,2021,11,2054-11-07,2054-11-07,Surrendered,2025-05-20,12,33,Y,0,,19097,119827,399423.42,0,0,0,1337604,N
POL0012923,CUST002508,PP01,RGN034,AGT0058,Aditi Kapoor,482977,53379,2022-01-15,2022-01-08,Q1,2022,1,2038-01-15,2038-01-15,Active,2025-05-29,13,16,Y,0,,6354,0,182378.25,0,0,0,693927,N
POL0012924,CUST006123,PP02,RGN049,AGT0082,Aditya Malhotra,755317,54563,2016-09-22,2016-09-16,Q3,2016,9,2035-09-22,2035-09-22,Active,2025-05-08,14,19,Y,0,,8891,0,477426.25,0,0,0,763882,N
POL0012925,CUST003976,PP06,RGN014,AGT0127,Nikhil Singh,1511830,48088,2014-06-21,2014-06-20,Q2,2014,6,2050-06-21,2050-06-21,Active,2025-01-24,28,36,Y,0,,8216,0,516946.0,3,0,0,1346464,N
POL0012926,CUST001383,PP02,RGN033,AGT0139,Anil Menon,6140255,100376,2023-05-07,2023-05-01,Q2,2023,5,2038-05-07,2038-05-07,Active,2025-02-25,8,15,N,0,,17853,0,184022.67,3,0,0,803008,N
POL0012927,CUST003272,PP07,RGN004,AGT0007,Sneha Subramanian,3477838,18581,2013-07-26,2013-07-19,Q3,2013,7,2041-07-26,2041-07-26,Active,2025-04-24,22,28,Y,0,,1629,0,221423.58,0,0,0,408782,N
POL0012928,CUST001875,PP10,RGN005,AGT0052,Sunil Joshi,3022906,17402,2023-07-11,2023-07-06,Q3,2023,7,2042-07-11,2042-07-11,Active,2025-05-31,18,19,N,0,,2049,0,33353.83,0,0,0,313236,N
POL0012929,CUST007605,PP01,RGN020,AGT0262,Kunal Tripathi,390754,87864,2018-04-13,2018-04-12,Q2,2018,4,2034-04-13,2034-04-13,Lapsed,2025-05-06,12,16,Y,0,,12408,0,629692.0,0,0,0,1054368,N
POL0012930,CUST008283,PP08,RGN007,AGT0244,Shweta Das,2882619,53564,2021-11-04,2021-11-02,Q4,2021,11,2042-11-04,2042-11-04,Active,2025-05-17,5,21,Y,0,,8661,0,191937.67,0,0,0,267820,N
POL0012931,CUST003307,PP01,RGN024,AGT0021,Nandini Sharma,656314,56602,2015-02-01,2015-01-31,Q1,2015,2,2029-02-01,2029-02-01,Active,2025-04-09,14,14,Y,0,,7551,0,584887.33,0,0,0,792428,N
POL0012932,CUST006857,PP08,RGN004,AGT0148,Shruti Shah,1816002,91310,2015-07-28,2015-07-28,Q3,2015,7,2036-07-28,2036-07-28,Surrendered,2021-01-27,6,21,Y,0,,10690,458769,509814.17,5,0,0,547860,N
POL0012933,CUST003144,PP01,RGN033,AGT0105,Karan Rajan,725054,61483,2012-08-25,2012-08-20,Q3,2012,8,2023-08-25,2023-08-25,Matured,2017-07-30,5,11,Y,0,,8493,0,307415.0,0,0,551762,307415,N
POL0012934,CUST005377,PP02,RGN014,AGT0163,Manoj Joshi,1161150,21474,2013-10-05,2013-10-02,Q4,2013,10,2033-10-05,2033-10-05,Active,2021-08-24,8,20,Y,0,,2873,0,171792.0,0,0,0,171792,N
POL0012935,CUST009441,PP03,RGN004,AGT0159,Zara Naik,1483489,63114,2013-05-27,2013-05-27,Q2,2013,5,2019-05-27,2019-05-27,Matured,2018-05-01,5,6,N,60,,7383,0,315570.0,0,0,614671,315570,N
POL0012936,CUST006358,PP01,RGN025,AGT0215,Kritika Sharma,497465,87737,2016-02-27,2016-02-25,Q1,2016,2,2036-02-27,2036-02-27,Active,2025-05-10,17,20,Y,0,,7444,0,818878.67,0,0,0,1491529,N
POL0012937,CUST001371,PP08,RGN050,AGT0197,Amrita Chakraborty,267677,97749,2010-12-01,2010-11-25,Q4,2010,12,2034-12-01,2034-12-01,Active,2025-03-17,24,24,Y,0,,10304,0,1417360.5,0,0,0,2345976,N
POL0012938,CUST004818,PP09,RGN021,AGT0045,Santosh Srivastava,1928526,17469,2019-06-11,2019-06-07,Q2,2019,6,2031-06-11,2031-06-11,Active,2025-05-10,7,12,N,60,,3100,0,104814.0,0,0,0,122283,N
POL0012939,CUST008672,PP02,RGN035,AGT0287,Poonam Singh,3151239,54190,2022-07-19,2022-07-14,Q3,2022,7,2042-07-19,2042-07-19,Claimed-Death,2025-06-03,11,20,N,0,Death,7134,0,158054.17,0,0,0,596090,N
POL0012940,CUST001660,PP03,RGN035,AGT0217,Uday Dubey,1182643,21365,2018-02-22,2018-02-16,Q1,2018,2,2025-02-22,2025-02-22,Matured,2023-01-27,5,7,N,60,,3898,0,106825.0,0,0,148789,106825,N
POL0012941,CUST003180,PP09,RGN032,AGT0128,Deepa Tiwari,5317449,92883,2015-01-06,2014-12-31,Q1,2015,1,2021-01-06,2021-01-06,Matured,2020-12-05,6,6,N,60,,13433,0,557298.0,0,0,942188,557298,N
POL0012942,CUST003221,PP06,RGN042,AGT0188,Rahul Deshpande,978596,21644,2011-04-05,2011-04-03,Q2,2011,4,2049-04-05,2049-04-05,Active,2025-03-22,16,38,Y,0,,2814,0,306623.33,0,0,0,346304,Y
POL0012943,CUST006192,PP03,RGN018,AGT0113,Santosh Krishnan,157500,87265,2023-10-23,2023-10-19,Q4,2023,10,2037-10-23,2037-10-23,Active,2025-06-14,6,14,N,60,,12390,0,145441.67,0,0,0,523590,N
POL0012944,CUST005283,PP06,RGN036,AGT0031,Suresh Krishnan,993248,55905,2010-11-27,2010-11-23,Q4,2010,11,2030-11-27,2030-11-27,Active,2025-04-12,17,20,Y,0,,8026,0,815281.25,0,0,0,950385,N
POL0012945,CUST008486,PP05,RGN019,AGT0049,Rahul Hegde,4696824,112634,2012-11-27,2012-11-25,Q4,2012,11,2018-11-27,2018-11-27,Matured,2018-10-27,6,6,N,60,,9472,0,675804.0,0,0,1870009,675804,N
POL0012946,CUST001718,PP09,RGN016,AGT0284,Lakshmi Saxena,357932,48584,2014-02-12,2014-02-05,Q1,2014,2,2022-02-12,2022-02-12,Matured,2020-01-12,6,8,N,60,,4339,0,291504.0,0,0,493265,291504,N
POL0012947,CUST008651,PP09,RGN011,AGT0181,Sapna Iyer,472097,104730,2020-04-17,2020-04-14,Q2,2020,4,2029-04-17,2029-04-17,Active,2025-05-21,6,9,N,60,,19683,0,541105.0,0,0,0,628380,Y
POL0012948,CUST003697,PP07,RGN043,AGT0127,Sarika Kulkarni,6567907,61996,2016-12-13,2016-12-12,Q4,2016,12,2040-12-13,2040-12-13,Active,2025-04-30,11,24,Y,0,,9768,0,526966.0,0,0,0,681956,Y
POL0012949,CUST009178,PP08,RGN020,AGT0060,Shruti Das,429614,20977,2018-10-13,2018-10-10,Q4,2018,10,2035-10-13,2035-10-13,Active,2024-09-11,6,17,Y,0,,2485,0,125862.0,0,0,0,125862,N
POL0012950,CUST004116,PP01,RGN018,AGT0170,Isha Patil,381262,18512,2011-07-21,2011-07-15,Q3,2011,7,2027-07-21,2027-07-21,Active,2022-05-24,11,16,Y,0,,2684,0,203632.0,0,0,0,203632,N
POL0012951,CUST007028,PP10,RGN008,AGT0108,Ramesh Rao,742172,49035,2011-09-29,2011-09-27,Q3,2011,9,2030-09-29,2030-09-29,Active,2025-04-18,19,19,Y,0,,9513,0,674231.25,0,0,0,931665,N
POL0012952,CUST004826,PP03,RGN032,AGT0248,Prakash Shah,642656,21894,2020-03-22,2020-03-21,Q1,2020,3,2037-03-22,2037-03-22,Active,2025-05-25,12,17,N,60,,3068,0,114943.5,0,0,0,262728,N
POL0012953,CUST004600,PP10,RGN050,AGT0082,Ravi Menon,1307006,21641,2022-07-25,2022-07-25,Q3,2022,7,2032-07-25,2032-07-25,Active,2025-05-10,5,10,N,0,,2960,0,61316.17,1,0,0,108205,N
POL0012954,CUST008107,PP01,RGN050,AGT0211,Vikram Saxena,744120,22475,2018-07-14,2018-07-11,Q3,2018,7,2036-07-14,2036-07-14,Active,2025-05-08,16,18,Y,0,,2529,0,155452.08,0,0,0,359600,N
POL0012955,CUST002805,PP03,RGN026,AGT0176,Poonam Verma,825245,62251,2023-11-04,2023-11-01,Q4,2023,11,2042-11-04,2042-11-04,Active,2025-02-26,15,19,N,60,,10867,0,83001.33,3,0,0,933765,N
POL0012956,CUST000055,PP06,RGN036,AGT0008,Varun Tiwari,1804902,48295,2024-03-25,2024-03-19,Q1,2024,3,2049-03-25,2049-03-25,Active,2025-06-18,25,25,N,0,,7097,0,60368.75,0,0,0,1207375,N
POL0012957,CUST001041,PP02,RGN017,AGT0026,Karan Joshi,1591350,54360,2014-11-15,2014-11-08,Q4,2014,11,2029-11-15,2029-11-15,Active,2022-10-04,8,15,Y,0,,10287,0,434880.0,0,0,0,434880,N
POL0012958,CUST005724,PP10,RGN024,AGT0030,Rahul Menon,596128,51158,2021-06-05,2021-06-03,Q2,2021,6,2036-06-05,2036-06-05,Active,2025-05-15,11,15,Y,0,,9501,0,204632.0,0,0,0,562738,N
POL0012959,CUST009003,PP09,RGN014,AGT0078,Poonam Chakraborty,3063081,98829,2011-11-06,2011-10-31,Q4,2011,11,2016-11-06,2016-11-06,Matured,2016-10-10,5,5,N,60,,13556,0,494145.0,0,0,1287392,494145,N
POL0012960,CUST001179,PP06,RGN002,AGT0002,Priya Das,3067805,56418,2015-09-17,2015-09-16,Q3,2015,9,2043-09-17,2043-09-17,Active,2024-07-31,9,28,Y,0,,6399,0,507762.0,0,0,0,507762,N
POL0012961,CUST003469,PP03,RGN015,AGT0217,Santosh Srivastava,1145875,112214,2017-09-18,2017-09-11,Q3,2017,9,2023-09-18,2023-09-18,Matured,2023-08-18,6,6,N,60,,14897,0,673284.0,0,0,1045705,673284,N
POL0012962,CUST009391,PP08,RGN025,AGT0274,Meera Gupta,3597370,59362,2021-08-03,2021-07-27,Q3,2021,8,2037-08-03,2037-08-03,Active,2025-05-14,9,16,Y,0,,7780,0,227554.33,0,0,0,534258,N
POL0012963,CUST002423,PP01,RGN050,AGT0250,Pooja Shetty,2941095,63890,2013-10-07,2013-10-04,Q4,2013,10,2033-10-07,2033-10-07,Active,2022-08-21,9,20,Y,0,,11154,0,575010.0,0,0,0,575010,N
POL0012964,CUST008235,PP01,RGN050,AGT0213,Lakshmi Saxena,1569607,55195,2016-07-03,2016-06-29,Q3,2016,7,2034-07-03,2034-07-03,Active,2025-04-17,17,18,Y,0,,4958,0,492155.42,0,0,0,938315,N
POL0012965,CUST008285,PP06,RGN009,AGT0039,Lakshmi Singh,4732662,53376,2010-12-04,2010-12-02,Q4,2010,12,2036-12-04,2036-12-04,Active,2018-10-23,8,26,Y,0,,6765,0,427008.0,0,0,0,427008,N
POL0012966,CUST004586,PP10,RGN005,AGT0066,Santosh Srivastava,3020469,86390,2022-09-25,2022-09-19,Q3,2022,9,2034-09-25,2034-09-25,Active,2025-06-11,8,12,N,0,,13432,0,237572.5,0,0,0,691120,N
POL0012967,CUST002848,PP08,RGN032,AGT0033,Manoj Pillai,881051,56563,2015-04-29,2015-04-25,Q2,2015,4,2034-04-29,2034-04-29,Active,2025-05-06,13,19,Y,0,,5698,0,575057.17,0,0,0,735319,N
POL0012968,CUST005752,PP02,RGN005,AGT0269,Vishal Patel,880357,94110,2021-05-13,2021-05-07,Q2,2021,5,2038-05-13,2038-05-13,Active,2025-05-22,5,17,Y,0,,11491,0,384282.5,0,0,0,470550,N
POL0012969,CUST003565,PP08,RGN023,AGT0135,Nikhil Venkatesh,542307,51660,2019-09-13,2019-09-09,Q3,2019,9,2034-09-13,2034-09-13,Active,2025-05-14,15,15,Y,0,,5403,0,297045.0,0,0,0,774900,N
POL0012970,CUST008126,PP10,RGN019,AGT0271,Ramesh Rajan,835574,100595,2014-05-27,2014-05-22,Q2,2014,5,2034-05-27,2034-05-27,Active,2025-04-29,12,20,Y,0,,11026,0,1114927.92,0,0,0,1207140,N
POL0012971,CUST001842,PP01,RGN018,AGT0013,Aditya Naik,1312026,21071,2022-07-27,2022-07-26,Q3,2022,7,2042-07-27,2042-07-27,Active,2025-06-11,15,20,N,0,,2879,0,61457.08,0,0,0,316065,N
POL0012972,CUST007403,PP05,RGN017,AGT0254,Kritika More,702393,62465,2020-04-16,2020-04-09,Q2,2020,4,2026-04-16,2026-04-16,Active,2025-05-20,6,6,N,60,,12301,0,322735.83,0,102022,0,374790,N
POL0012973,CUST003127,PP08,RGN045,AGT0213,Tanvi More,1292606,19773,2013-09-10,2013-09-09,Q3,2013,9,2028-09-10,2028-09-10,Active,2025-04-10,15,15,Y,0,,1972,0,232332.75,0,0,0,296595,N
POL0012974,CUST009907,PP03,RGN030,AGT0189,Shruti Naik,944250,58415,2019-03-27,2019-03-21,Q1,2019,3,2030-03-27,2030-03-27,Active,2025-01-24,6,11,N,60,,10259,0,345622.08,1,0,0,350490,N
POL0012975,CUST002021,PP04,RGN043,AGT0257,Shweta Verma,6023629,20166,2019-10-14,2019-10-14,Q4,2019,10,2027-10-14,2027-10-14,Active,2025-05-15,6,8,N,60,,3790,0,114274.0,0,0,0,120996,Y
POL0012976,CUST003181,PP07,RGN011,AGT0221,Sneha Saxena,2482190,18286,2012-09-29,2012-09-23,Q3,2012,9,2049-09-29,2049-09-29,Active,2025-04-24,22,37,Y,0,,3156,0,233146.5,0,0,0,402292,N
POL0012977,CUST008860,PP05,RGN017,AGT0095,Siddharth Shetty,564022,59079,2016-02-26,2016-02-20,Q1,2016,2,2025-02-26,2025-02-26,Matured,2023-08-18,8,9,N,60,,11061,0,448015.75,5,0,998489,472632,N
POL0012978,CUST001380,PP06,RGN004,AGT0225,Rohit Iyer,1599479,63399,2022-04-18,2022-04-14,Q2,2022,4,2042-04-18,2042-04-18,Active,2025-06-01,5,20,Y,0,,6219,0,200763.5,0,0,0,316995,N
POL0012979,CUST009007,PP03,RGN003,AGT0069,Siddharth Sharma,816522,92613,2014-06-12,2014-06-11,Q2,2014,6,2021-06-12,2021-06-12,Matured,2019-05-17,5,7,N,60,,11855,0,463065.0,0,0,1199134,463065,Y
POL0012980,CUST006207,PP06,RGN032,AGT0109,Vijay Kapoor,621295,58309,2023-08-07,2023-08-04,Q3,2023,8,2057-08-07,2057-08-07,Active,2025-05-28,18,34,N,0,,6904,0,106899.83,0,0,0,1049562,N
POL0012981,CUST002867,PP05,RGN029,AGT0244,Sarika Verma,702892,49929,2018-05-30,2018-05-24,Q2,2018,5,2026-05-30,2026-05-30,Active,2025-04-23,7,8,N,60,,7529,0,349503.0,0,0,0,349503,N
POL0012982,CUST009788,PP02,RGN022,AGT0173,Zara Mehta,1718235,58868,2020-06-07,2020-06-05,Q2,2020,6,2039-06-07,2039-06-07,Active,2025-01-12,11,19,Y,0,,10817,0,274717.33,4,0,0,647548,N
POL0012983,CUST004954,PP02,RGN046,AGT0111,Shweta Verma,1000805,62137,2019-08-25,2019-08-19,Q3,2019,8,2037-08-25,2037-08-25,Active,2025-05-25,16,18,Y,0,,11932,0,362465.83,0,0,0,994192,Y
POL0012984,CUST007440,PP07,RGN050,AGT0065,Rekha Rao,4126923,22310,2013-08-27,2013-08-23,Q3,2013,8,2047-08-27,2047-08-27,Active,2018-06-02,5,34,Y,0,,1855,0,107831.67,2,0,0,111550,N
POL0012985,CUST001925,PP02,RGN014,AGT0147,Pooja Joshi,625237,19791,2010-07-03,2010-06-28,Q3,2010,7,2027-07-03,2027-07-03,Active,2017-05-27,7,17,Y,0,,3357,0,138537.0,0,0,0,138537,N
POL0012986,CUST005229,PP03,RGN040,AGT0093,Ramesh Rajan,1584023,55401,2014-04-25,2014-04-24,Q2,2014,4,2032-04-25,2032-04-25,Active,2025-04-27,12,18,N,60,,8443,0,618644.5,0,108148,0,664812,N
POL0012987,CUST007965,PP03,RGN024,AGT0148,Poonam Mehta,1757174,63372,2012-08-03,2012-07-29,Q3,2012,8,2028-08-03,2028-08-03,Active,2019-06-28,7,16,N,60,,11486,0,443604.0,0,0,0,443604,N
POL0012988,CUST009566,PP07,RGN004,AGT0254,Sarika Verma,733777,103774,2010-09-25,2010-09-18,Q3,2010,9,2048-09-25,2048-09-25,Surrendered,2025-04-09,35,38,Y,0,,10923,580546,1530666.5,0,0,0,3632090,N
